שם פרטי,"סך הכל בשנים
1948-2021",1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
מרסל,58,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,2,2,0,2,0,0,2,2,0,0,2,0,0,2,0,2,2,2,2,2,5,6,2,2,5,2,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,0,2,2,2
מרפת,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,5,6,25,13,12,7,10,7,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,0,2,2,2,2,0,2,2
נאג'ח,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,7,2,2,2,0,2,2,0,5,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
נאדה,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,2,2,2,2,2,2,2,7,5,2,2,2,2,2,2,2,5,2,2,2,5,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,0,2,2,0,2
נאדיא,512,0,2,0,2,5,2,2,5,6,2,2,6,9,7,20,22,25,32,25,25,31,33,24,27,29,18,23,10,8,7,2,2,2,2,2,2,2,0,2,0,2,0,2,2,2,2,2,2,2,2,0,0,2,2,0,2,2,2,2,5,2,2,2,5,0,2,2,5,2,0,2,7,2,2
נאדיה,"2,478",7,7,19,15,14,14,20,25,19,21,47,51,51,44,55,47,56,68,56,67,72,76,87,78,70,63,60,72,67,56,54,37,43,38,32,19,28,13,24,24,19,16,19,16,15,15,17,16,25,25,34,23,17,15,20,19,17,15,20,13,19,22,22,18,28,26,20,19,22,31,32,22,32,23
נאדרה,516,2,2,2,8,2,2,7,10,6,7,8,11,5,12,17,12,16,21,19,18,26,11,18,20,19,19,21,18,17,2,16,11,2,5,2,2,2,2,7,6,0,2,2,2,2,2,2,2,2,0,0,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2
נאהד,388,0,0,0,0,0,0,0,2,0,0,0,2,2,2,2,2,2,2,0,2,2,2,6,2,8,19,16,18,23,15,16,16,29,30,8,12,6,23,10,10,6,17,6,5,6,2,2,2,12,2,2,5,2,2,5,2,2,2,0,2,2,0,2,2,0,0,2,0,2,2,0,2,0,2
נאהדה,301,0,0,0,2,2,2,2,2,5,2,7,5,5,5,9,8,6,12,7,6,12,10,10,9,15,10,15,6,9,2,2,9,10,5,2,5,2,2,2,2,2,2,2,0,2,2,2,0,2,0,2,5,0,2,0,2,0,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2
נאורס,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,2,2,2,2,2,7,2,10,18,13,17,15,20,44,43,37,25,34,16,14,22,11,10,5,8,6,6,5,2,2,2,2,2,2,2,2
נאי,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,2,8,2,0,2,6,8,11,8,19,24,42,79,75,88,85,99,100,88
נאיא,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2,2,0,0,2,2,2,11,26,98,101,71,85,90,110,149,165
נאיה,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,2,2,0,2,2,2,2,0,0,0,2,0,0,2,9,12,48,31,25,39,43,45,71,75
נאיי,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,2,2,0,2,0,2,0,2,2,2,6,2,2,2,0
נאילה,577,0,2,2,2,2,2,2,2,2,5,2,12,11,6,14,18,23,21,19,19,22,27,23,24,41,20,22,15,20,19,7,14,13,10,8,10,6,9,2,8,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,0,2,2,2,2,2,2,2
נאיפה,949,6,6,15,16,9,14,20,15,18,25,13,20,22,12,25,25,31,21,22,17,21,22,16,25,20,17,19,14,14,21,12,11,12,14,12,13,7,6,7,8,12,7,10,8,8,8,6,6,8,6,9,7,6,5,6,5,7,7,5,6,8,5,2,2,5,2,2,5,2,2,6,2,5,2
נאנסי,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,2,2,2,7,2,2,9,2,5,15,7,5,6,6,6,7,2,7,10,6,14,8,9,8,2,11,9,21,42,41,19,22,5,10,2,2,6,2,2,5,2,2,5,2,2,2,2
נאסרין,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,2,2,0,5,2,7,2,2,0,5,5,2,6,2,5,2,0,2,2,0,0,0,2,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
נארין,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,5,2,2,2,0,2,2,2,5,2,2
נארם,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,2,6,2,0,2,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0
נבא,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,2,0,2,6,2,5,6,14,15,18,14,22,22,15,18,24,18,14,22,29,29,22,16,26,27
נבאא,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,6,2,10,8,19,17,19,26,12,17,21,14,17,17,16,20,22,21,25,44,38
נבאל,264,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,2,2,6,5,8,10,10,11,13,10,17,7,8,2,8,7,5,6,2,6,2,2,2,2,2,5,5,7,2,9,2,2,2,2,9,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2
נביהה,148,2,2,2,2,2,2,5,5,6,2,6,2,2,2,2,2,7,2,2,0,2,5,0,2,2,0,2,2,2,2,2,2,0,0,2,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,2,2,2,0,2,0,0,2,2,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0
נבילה,798,5,2,7,7,12,11,8,8,8,13,8,18,13,12,12,16,15,18,14,15,25,25,25,28,25,32,21,24,25,15,20,14,16,11,8,13,8,9,2,12,2,5,7,5,2,2,5,6,6,6,8,7,5,11,7,2,2,6,8,6,9,2,2,5,6,10,9,7,5,5,2,6,7,7
נג'אח,840,2,2,2,0,0,2,6,12,18,13,31,23,23,24,21,34,30,29,23,11,23,25,16,11,15,7,9,6,17,20,22,21,11,19,10,23,15,17,13,9,7,6,6,12,8,6,9,9,6,6,6,7,7,5,5,2,2,8,5,9,7,2,2,2,5,9,8,2,7,7,9,8,7,2
נג'אם,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,2,0,2,7,5,6,0,2,2,2,2,0,0,2,2,2,2,2,0,2,0,0
נג'את,306,2,2,0,2,2,2,2,2,2,2,2,2,2,6,2,6,12,10,5,9,9,14,10,2,15,8,8,7,2,7,11,7,10,2,8,2,2,2,5,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,6,2,2,2,6,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2
נג'ד,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,5,0,2,2,0,0,0,2,2,0,0,0,2,2,0,2,0
נג'דיה,90,2,2,2,2,2,2,6,2,2,2,6,2,2,2,0,2,2,0,2,0,2,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
נג'וא,348,0,0,0,2,2,2,2,2,0,2,0,2,2,2,2,7,5,2,2,7,7,10,10,10,13,14,11,15,13,15,9,15,16,16,9,8,8,5,2,2,2,2,2,6,5,2,2,6,2,2,5,6,2,6,2,5,2,2,2,5,2,2,2,2,6,2,2,0,0,2,2,2,2,2
נג'ואה,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,0,5,5,2,2,2,2,0,2,0,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,2,0,0,2,0,0,2,2,2,0,2,0
נג'ואן,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,9,9,6,16,2,10,6,9,2,6,6,2,8,10,7,2,2,6,5,2,2,2,2,2,2,2,2,0,2,0,0,2,0,2,2,0,0,2,2,2,2,0,2
נג'וד,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,21,52,20,23,9,2,9,2,7,2,2,2,0,0,2,0,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,0,2,0,0,2,2,2,2,2,2,2,2,2
נג'וה,101,2,0,0,0,0,0,0,2,2,0,2,0,0,2,0,2,2,5,2,6,6,6,2,2,2,0,2,2,2,2,2,5,2,2,7,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,0,0,2,0,0,0,2,0,0,0,0,0,2,0,2,2,0,0,0,0,2
נג'ווה,44,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,2,2,0,2,0,2,0,0,0,0,0,0,2,2,2,2,2,2,7,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,2,2,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0
נג'יה,223,2,2,2,5,2,2,2,6,5,2,9,5,7,7,2,7,5,7,2,2,2,5,2,5,2,2,7,5,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,0,0,2,2,5,2,2,2,0,2,0,2,0,0,2,0,2,2,0
נג'לא,281,2,0,2,2,2,2,2,2,5,5,8,2,5,6,7,6,2,2,5,11,11,2,11,8,7,5,5,8,8,9,13,2,9,7,2,5,2,7,2,2,2,2,5,6,2,2,2,0,2,2,2,2,0,0,2,0,2,2,0,2,2,0,0,0,0,2,0,2,2,0,2,0,0,0
נג'לה,125,2,0,0,2,2,0,2,2,2,2,2,5,2,2,0,2,5,2,0,5,2,0,0,2,2,2,0,2,0,2,2,2,6,2,6,2,2,2,5,2,2,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,0,0,2,2,0,0,2,2,2,0,2,0,2,0,2,0
נג'ם,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,2,2,2,2,2,2,2,0,2,5,2,6,5,2,6,5,11,11,2,5,11,16,39,29,34,22,16,15,15,11,12,12,8,7,10,9,2,8,7,2,2,5
נג'מה,365,2,2,5,2,2,8,7,6,2,5,7,6,7,2,5,7,2,6,14,10,8,10,8,5,6,6,5,5,6,5,6,2,6,2,7,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,2,2,2,6,5,2,8,5,2,0,2,6,5,2,2,2,2,5,2,5
נגאח,787,2,0,2,5,2,7,2,11,9,30,21,28,16,23,24,24,21,23,33,18,24,18,30,25,19,11,23,19,22,15,2,10,2,2,7,2,5,2,0,7,6,11,11,8,6,6,5,6,10,2,7,14,9,6,2,10,8,9,5,2,2,6,8,11,6,2,7,2,7,7,6,7,2,5
נגאת,217,2,0,0,2,0,0,2,2,2,2,6,5,0,2,7,2,2,5,2,8,6,8,10,5,5,9,9,9,6,2,2,2,2,2,2,2,2,0,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,0,2,2,2,2,2
נגוא,266,2,0,2,2,2,2,2,2,0,6,2,2,5,2,2,2,2,9,8,12,6,9,11,9,7,2,7,14,9,5,2,0,7,2,6,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,8,0,2,2,0,6,2,0,2,0,2,2,2,2,5,2,2,2,2,2,8,2,2,2
נגואה,90,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,2,2,6,0,0,2,6,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2
נגוד,98,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,11,30,8,8,2,2,0,2,2,2,0,0,0,0,2,2,2,2,0,2,2,0,2,2,2,0,2,0,0,2,2,2,0,2,0,2,0,0,2,2,0,2,0,0,0,0,2,0,2
נגוה,116,0,0,0,0,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5,6,6,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,2,0,2,2,2,2,2,0,0,2,0,2,0,0,2,0,0,2,2,5,0,2,0,2,0,2,2
נגווה,102,0,0,0,2,2,0,2,2,2,2,2,2,2,5,2,6,2,2,2,7,2,2,0,2,2,2,2,5,2,0,2,0,2,0,2,0,0,2,0,0,0,0,2,2,2,0,2,0,0,2,2,2,2,2,0,2,0,0,2,2,2,0,2,0,0,0,2,0,2,0,0,0,2,0
נגיה,115,2,2,2,2,0,2,2,2,7,6,5,5,2,6,5,2,2,0,2,2,2,2,2,2,2,0,2,2,2,0,0,0,0,2,2,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,0,2,2,2,0,2,2,0,2,0,2,0,2,0,2,2,0,0,2,0,0,0,0
נגייה,65,5,0,2,2,2,2,0,2,2,0,0,2,2,2,0,2,2,2,2,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,2,0,0,2,2,2,2,0,0,2,0,0,2,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
נגלא,106,2,0,0,0,0,2,2,2,2,2,2,2,0,2,2,2,0,2,2,0,2,2,2,2,9,7,2,7,2,2,2,2,0,2,2,2,2,0,2,2,0,2,0,0,0,0,0,2,2,2,2,2,0,2,2,2,0,0,2,0,0,2,2,0,0,0,2,2,0,2,0,0,0,0
נגלה,119,2,2,2,2,0,2,2,2,0,0,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,5,2,2,2,0,0,2,0,2,2,0,0,2,2,0,0,2,0,0,0,0,0,0,2
נגם,"1,063",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,7,5,2,2,2,6,5,7,9,7,18,15,12,11,10,25,24,20,18,20,18,23,33,114,85,103,49,50,39,29,31,42,34,26,17,24,28,9,11,12,12,17,15
נגמה,177,2,2,0,2,0,2,2,2,0,2,2,0,2,0,2,7,2,2,6,2,6,2,2,2,6,6,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,5,2,2,2,2,2,2
נדא,"2,651",2,2,2,5,2,6,6,14,9,14,16,14,13,13,11,13,10,10,18,16,17,19,14,22,19,26,13,12,11,15,20,18,11,13,17,16,9,12,26,28,20,37,31,33,33,34,32,41,44,48,58,51,69,78,104,81,64,61,74,69,81,103,104,98,117,69,76,59,62,52,50,61,33,48
נדאא,594,0,0,2,0,0,0,0,2,0,0,0,0,2,2,2,0,2,2,2,2,2,2,2,7,10,6,6,5,7,8,12,13,15,14,14,15,24,21,19,23,23,23,30,27,31,17,23,19,13,11,10,8,6,12,11,6,7,9,6,5,8,2,2,7,2,2,5,2,2,6,2,2,2,2
נדה,168,0,0,2,2,0,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,0,2,2,0,2,6,2,0,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,10,2,2,2,2,2,2,0,2,2,2,2,2,0,5,6,8,5,0,0,2,0,2
נדיה,350,2,2,2,2,2,2,2,2,2,2,7,2,8,5,14,7,2,2,2,2,8,6,6,15,5,8,13,5,9,10,5,8,2,7,5,2,2,9,2,2,2,2,5,2,0,2,2,5,2,5,2,5,2,6,2,9,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2
נדין,"2,803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,2,2,7,7,6,6,8,12,9,21,19,28,33,74,57,46,56,67,66,97,101,106,105,110,121,109,167,136,100,67,78,172,115,84,68,75,71,69,63,77,53,47,47,34
נהא,118,0,0,0,0,2,0,2,2,0,0,0,0,2,2,5,2,2,0,2,2,2,0,5,7,2,2,2,0,2,2,2,11,0,2,2,0,2,2,5,2,2,2,2,0,2,2,2,5,0,2,2,0,0,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,2,2,0,2,2
נהאד,302,2,0,6,2,2,2,2,5,7,7,9,7,8,2,7,2,2,5,2,8,5,7,11,9,2,13,7,5,6,2,2,7,2,2,2,7,2,2,7,2,2,2,2,2,2,6,2,2,2,2,6,2,2,2,0,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,0,2
נהאי,121,0,0,0,0,2,0,0,2,2,2,2,2,2,2,0,2,0,2,6,7,2,2,2,7,2,8,7,5,7,2,2,2,5,2,5,2,2,2,0,2,2,2,2,2,2,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
נהאיה,477,2,0,0,0,0,2,2,2,2,5,2,9,8,13,7,5,11,9,9,8,16,12,15,15,23,20,17,22,19,18,19,16,14,10,19,8,2,7,7,9,2,7,5,7,6,2,2,8,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2
נהאל,199,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,6,7,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,0,2,2,40,6,2,2,2,0,2,5,6,2,7,2,2,2,2,0,2,0,2,2,2,0,0,0,0,2,0,5,5,2,5,2,2,2,2,2,2,0,2
נהואנד,37,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,2,0,0,2,0,0,2,0,0,2,0,2,5,2,2,2,2,0,2,2,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,2
נהיל,310,2,0,0,0,0,2,2,0,2,2,0,2,2,2,2,2,2,6,2,0,6,2,6,2,8,2,7,2,2,8,2,7,2,6,11,6,5,5,2,6,9,2,8,9,7,2,2,11,8,10,8,7,14,13,2,2,6,7,2,2,2,5,6,2,2,2,2,2,7,2,2,2,2,0
נהלא,136,0,0,0,0,2,2,2,2,2,2,2,2,5,2,5,2,5,7,2,9,6,9,6,7,2,2,7,2,2,2,2,0,2,2,0,2,0,0,0,2,0,2,2,2,2,2,0,0,2,2,2,0,0,2,0,0,0,0,0,0,2,2,0,2,2,0,2,0,2,0,0,2,2,0
נהלה,676,6,2,2,2,0,2,7,5,14,12,14,13,20,14,14,25,13,13,18,11,17,18,17,17,11,10,13,6,6,8,12,9,6,7,6,7,8,2,6,13,11,13,7,9,2,5,2,13,2,7,11,7,8,9,10,11,8,6,10,7,2,8,7,2,8,5,5,5,9,8,5,6,6,6
נואה,35,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,2,2,2,2,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,2,0,0,2,2,0,2,2,0,2,0,0,2,0,0,0,2,2,2
נואל,"1,934",11,6,16,17,10,17,22,20,20,25,32,44,47,57,59,46,66,55,54,59,57,37,33,43,43,40,34,34,30,34,28,35,23,27,24,30,18,15,15,11,16,15,21,16,15,11,10,27,23,18,15,13,25,14,16,21,15,18,15,11,14,11,17,7,18,17,18,19,21,16,19,16,14,14
נואעם,28,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,2,2,2,2,0,2,2,0,2,0,0,0,2,2,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
נואר,178,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,2,0,0,2,2,2,0,0,2,2,0,0,2,0,0,0,2,2,2,5,2,5,0,2,0,2,0,2,2,0,5,13,2,2,2,6,11,6,16,10,7,8,8,5,6,2,2,6,2,2,2,2,0,2,2,2,2,2
נוארה,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,2,0,0,2,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,2,2,2,2,2,2,2,2,6,2,0,0,0,0,0,2,2,2,2,2,2,2
נוהא,"1,348",2,2,2,2,2,2,2,7,5,14,15,12,16,16,21,24,20,24,27,33,35,42,45,33,39,37,33,36,37,31,26,34,18,17,35,28,27,20,25,22,18,14,22,21,19,18,22,23,15,11,18,16,10,14,13,13,10,8,7,13,16,10,8,5,9,10,13,14,11,15,14,10,9,11
נוהאד,142,0,0,0,0,2,2,0,2,2,2,0,2,5,5,7,9,6,2,8,2,2,2,7,5,9,2,2,2,2,2,2,2,2,2,6,2,2,2,0,0,2,0,2,2,0,2,2,0,0,0,0,0,2,2,2,2,0,0,0,2,0,0,2,2,2,2,2,0,2,2,0,0,0,2
נוהה,131,2,2,2,0,0,2,2,2,2,2,2,2,6,5,2,2,2,8,6,2,2,2,2,2,2,2,2,6,2,2,6,2,2,2,9,2,2,0,2,0,0,0,0,0,2,2,2,0,2,0,2,0,0,2,0,0,0,2,2,0,0,0,0,0,2,0,2,2,0,0,0,2,0,0
נוואל,316,2,9,5,6,2,6,2,2,2,5,2,6,8,5,9,8,2,5,2,5,7,2,5,2,2,2,2,2,2,2,0,2,2,0,2,0,2,2,2,2,2,2,5,7,2,2,2,7,5,8,2,10,2,8,2,5,2,5,5,7,2,5,2,2,2,2,2,2,2,2,2,0,0,2
נוואר,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0,2,2,2,2,5,2,0,2,0,0,0,0,2,0,2,0,0,0,2,2,0,0,0,0,0,0
נווין,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,6,2,0,0,2,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
נוזהה,105,0,0,0,2,2,2,2,2,0,2,5,7,0,7,2,2,2,2,6,2,2,2,0,2,2,2,0,2,2,0,0,2,2,2,0,2,0,0,0,0,0,0,2,0,2,0,2,2,0,0,2,2,2,2,2,2,0,2,0,2,2,0,0,0,2,0,2,0,0,0,2,0,0,2
נוסיבה,99,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,5,2,2,2,2,2,8,2,2,2,6,2,5,0,2,2,2,0,2,2,2,2,2,6,7,2,2,2,2,2,2,0,0,2,0,0,0,0,0,0,0,2
נוסייבה,69,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2,2,6,2,2,5,2,2,2,2,2,0,2,2,0,2,2,2,8,2,2,2,2,2,0,2,0,0,2,0,2,2,0,2,0,2,0,0
נועה,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,2,2,0,2,2,0,0,2,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,6,0,0,0,0,2,2,0,0,0,0,0,0,2,0
נועם,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,2,0,0,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,0,2,2,2,2,5,8,2,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,2,2
נוף,233,0,2,2,0,0,2,0,2,0,0,2,2,2,2,2,2,2,2,5,2,2,0,5,2,0,5,2,2,2,6,7,6,7,6,5,2,2,0,2,2,2,6,2,2,5,6,5,5,0,9,2,2,2,2,2,5,2,2,2,2,2,2,5,2,2,0,9,2,2,5,2,2,5,2
נופה,106,2,2,2,2,2,2,2,7,2,2,0,2,2,2,0,2,5,2,2,2,2,2,2,2,0,2,2,2,2,0,0,0,2,2,0,2,2,0,0,0,2,2,0,2,0,0,2,0,2,0,2,2,0,0,2,2,2,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,2,0
נור,"8,429",0,0,2,2,0,2,2,2,0,0,0,0,2,2,0,2,2,2,0,2,2,0,6,0,2,2,2,2,2,24,39,43,48,51,48,78,82,65,69,79,62,88,77,102,144,157,169,200,173,223,245,264,254,257,236,299,286,283,296,286,390,273,297,246,269,222,251,245,269,259,279,262,188,213
נוראן,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,2,0,0,2,0,2,2,2,2,2,8,10,12,15,10,25,20,29,35,29,41,17,33,43,51,40,17,22,26,20,21,16,15,12,17,9,2,7,7
